,dt,AverageTemperature,AverageTemperatureUncertainty,Country,year,month
111734,1952-09-01,14.547,0.171,China,1952,09
111735,1952-10-01,6.807,0.283,China,1952,10
111736,1952-11-01,-0.3989999999999999,0.365,China,1952,11
111737,1952-12-01,-8.442,0.303,China,1952,12
111738,1953-01-01,-8.853,0.199,China,1953,01
111739,1953-02-01,-4.564,0.276,China,1953,02
111740,1953-03-01,2.572,0.175,China,1953,03
111741,1953-04-01,7.167999999999999,0.183,China,1953,04
111742,1953-05-01,14.025,0.263,China,1953,05
111743,1953-06-01,18.197,0.254,China,1953,06
111744,1953-07-01,20.385,0.176,China,1953,07
111745,1953-08-01,19.501,0.197,China,1953,08
111746,1953-09-01,14.37,0.202,China,1953,09
111747,1953-10-01,8.093,0.181,China,1953,10
111748,1953-11-01,-0.252,0.189,China,1953,11
111749,1953-12-01,-6.374,0.256,China,1953,12
111750,1954-01-01,-8.431999999999999,0.245,China,1954,01
111751,1954-02-01,-4.4830000000000005,0.278,China,1954,02
111752,1954-03-01,0.216,0.334,China,1954,03
111753,1954-04-01,8.602,0.194,China,1954,04
111754,1954-05-01,12.817,0.153,China,1954,05
111755,1954-06-01,17.164,0.257,China,1954,06
111756,1954-07-01,19.25,0.165,China,1954,07
111757,1954-08-01,18.871,0.15,China,1954,08
111758,1954-09-01,14.657,0.215,China,1954,09
111759,1954-10-01,6.942,0.168,China,1954,10
111760,1954-11-01,0.757,0.181,China,1954,11
111761,1954-12-01,-9.909,0.244,China,1954,12
111762,1955-01-01,-10.274,0.127,China,1955,01
111763,1955-02-01,-4.703,0.268,China,1955,02
111764,1955-03-01,0.7530000000000001,0.17,China,1955,03
111765,1955-04-01,6.8900000000000015,0.158,China,1955,04
111766,1955-05-01,13.527,0.282,China,1955,05
111767,1955-06-01,17.75,0.23,China,1955,06
111768,1955-07-01,19.714,0.172,China,1955,07
111769,1955-08-01,19.212,0.274,China,1955,08
111770,1955-09-01,14.893,0.165,China,1955,09
111771,1955-10-01,7.385999999999999,0.174,China,1955,10
111772,1955-11-01,-0.278,0.222,China,1955,11
111773,1955-12-01,-4.449999999999998,0.177,China,1955,12
111774,1956-01-01,-9.78,0.283,China,1956,01
111775,1956-02-01,-5.473000000000001,0.235,China,1956,02
111776,1956-03-01,0.8620000000000001,0.18,China,1956,03
111777,1956-04-01,8.669,0.205,China,1956,04
111778,1956-05-01,13.384,0.267,China,1956,05
111779,1956-06-01,17.459,0.177,China,1956,06
111780,1956-07-01,19.755,0.176,China,1956,07
111781,1956-08-01,18.358,0.231,China,1956,08
111782,1956-09-01,14.62,0.148,China,1956,09
111783,1956-10-01,7.268,0.1639999999999999,China,1956,10
111784,1956-11-01,-1.455,0.278,China,1956,11
111785,1956-12-01,-8.075,0.297,China,1956,12
111786,1957-01-01,-8.322999999999999,0.336,China,1957,01
111787,1957-02-01,-7.949,0.318,China,1957,02
111788,1957-03-01,0.5140000000000001,0.248,China,1957,03
111789,1957-04-01,7.858,0.358,China,1957,04
111790,1957-05-01,12.632,0.158,China,1957,05
111791,1957-06-01,17.346,0.409,China,1957,06
111792,1957-07-01,19.555,0.409,China,1957,07
111793,1957-08-01,18.59,0.691,China,1957,08
111794,1957-09-01,13.46,0.408,China,1957,09
111795,1957-10-01,6.93,0.354,China,1957,10
111796,1957-11-01,1.16,0.24,China,1957,11
111797,1957-12-01,-5.117,0.244,China,1957,12
111798,1958-01-01,-8.452,0.238,China,1958,01
111799,1958-02-01,-5.127999999999999,0.325,China,1958,02
111800,1958-03-01,2.032,0.126,China,1958,03
111801,1958-04-01,9.056,0.259,China,1958,04
111802,1958-05-01,13.159,0.241,China,1958,05
111803,1958-06-01,17.831,0.373,China,1958,06
111804,1958-07-01,20.317,0.341,China,1958,07
111805,1958-08-01,17.973,0.21,China,1958,08
111806,1958-09-01,14.630999999999998,0.211,China,1958,09
111807,1958-10-01,7.068,0.207,China,1958,10
111808,1958-11-01,0.285,0.15,China,1958,11
111809,1958-12-01,-4.369,0.25,China,1958,12
111810,1959-01-01,-8.35,0.333,China,1959,01
111811,1959-02-01,-4.564,0.222,China,1959,02
111812,1959-03-01,2.365,0.304,China,1959,03
111813,1959-04-01,9.035,0.265,China,1959,04
111814,1959-05-01,12.829,0.095,China,1959,05
111815,1959-06-01,17.405,0.21,China,1959,06
111816,1959-07-01,20.148,0.242,China,1959,07
111817,1959-08-01,19.289,0.168,China,1959,08
111818,1959-09-01,14.604,0.271,China,1959,09
111819,1959-10-01,8.578,0.297,China,1959,10
111820,1959-11-01,-0.7170000000000001,0.189,China,1959,11
111821,1959-12-01,-6.146,0.198,China,1959,12
111822,1960-01-01,-8.562999999999999,0.247,China,1960,01
111823,1960-02-01,-2.462,0.342,China,1960,02
111824,1960-03-01,2.266,0.153,China,1960,03
111825,1960-04-01,7.19,0.185,China,1960,04
111826,1960-05-01,12.886,0.295,China,1960,05
111827,1960-06-01,17.832,0.259,China,1960,06
111828,1960-07-01,19.855,0.188,China,1960,07
111829,1960-08-01,18.978,0.287,China,1960,08
111830,1960-09-01,14.837,0.136,China,1960,09
111831,1960-10-01,7.097,0.176,China,1960,10
111832,1960-11-01,-0.477,0.304,China,1960,11
111833,1960-12-01,-6.747999999999998,0.199,China,1960,12
111834,1961-01-01,-8.349,0.233,China,1961,01
111835,1961-02-01,-4.8950000000000005,0.131,China,1961,02
111836,1961-03-01,1.6,0.199,China,1961,03
111837,1961-04-01,9.069,0.297,China,1961,04
111838,1961-05-01,13.533,0.22,China,1961,05
111839,1961-06-01,18.469,0.309,China,1961,06
111840,1961-07-01,20.397,0.204,China,1961,07
111841,1961-08-01,18.952,0.12,China,1961,08
111842,1961-09-01,14.515,0.127,China,1961,09
111843,1961-10-01,7.635,0.289,China,1961,10
111844,1961-11-01,0.447,0.148,China,1961,11
111845,1961-12-01,-6.766,0.267,China,1961,12
111846,1962-01-01,-8.838999999999997,0.254,China,1962,01
111847,1962-02-01,-4.235,0.224,China,1962,02
111848,1962-03-01,0.8010000000000002,0.248,China,1962,03
111849,1962-04-01,7.5310000000000015,0.254,China,1962,04
111850,1962-05-01,13.643,0.187,China,1962,05
111851,1962-06-01,17.559,0.562,China,1962,06
111852,1962-07-01,20.079,0.265,China,1962,07
111853,1962-08-01,18.881,0.22,China,1962,08
111854,1962-09-01,14.577,0.273,China,1962,09
111855,1962-10-01,7.512,0.378,China,1962,10
111856,1962-11-01,-1.171,0.185,China,1962,11
111857,1962-12-01,-5.893999999999999,0.279,China,1962,12
111858,1963-01-01,-8.968,0.218,China,1963,01
111859,1963-02-01,-4.502000000000002,0.1669999999999999,China,1963,02
111860,1963-03-01,2.739,0.119,China,1963,03
111861,1963-04-01,7.657,0.24,China,1963,04
111862,1963-05-01,14.306,0.322,China,1963,05
111863,1963-06-01,17.698999999999995,0.21,China,1963,06
111864,1963-07-01,19.828,0.295,China,1963,07
111865,1963-08-01,19.229,0.153,China,1963,08
111866,1963-09-01,14.87,0.274,China,1963,09
111867,1963-10-01,7.3889999999999985,0.147,China,1963,10
111868,1963-11-01,0.483,0.205,China,1963,11
111869,1963-12-01,-6.1,0.18,China,1963,12
111870,1964-01-01,-8.017000000000001,0.16,China,1964,01
111871,1964-02-01,-7.904,0.278,China,1964,02
111872,1964-03-01,1.916,0.135,China,1964,03
111873,1964-04-01,9.384,0.193,China,1964,04
111874,1964-05-01,13.605,0.208,China,1964,05
111875,1964-06-01,17.278,0.319,China,1964,06
111876,1964-07-01,19.624,0.212,China,1964,07
111877,1964-08-01,19.021,0.225,China,1964,08
111878,1964-09-01,14.307,0.146,China,1964,09
111879,1964-10-01,7.822,0.277,China,1964,10
111880,1964-11-01,0.245,0.175,China,1964,11
111881,1964-12-01,-6.327999999999999,0.179,China,1964,12
111882,1965-01-01,-6.920999999999999,0.187,China,1965,01
111883,1965-02-01,-4.807,0.115,China,1965,02
111884,1965-03-01,0.6559999999999999,0.29,China,1965,03
111885,1965-04-01,7.897,0.13,China,1965,04
111886,1965-05-01,13.958,0.307,China,1965,05
111887,1965-06-01,17.677,0.463,China,1965,06
111888,1965-07-01,19.55,0.3,China,1965,07
111889,1965-08-01,18.254,0.114,China,1965,08
111890,1965-09-01,14.03,0.174,China,1965,09
111891,1965-10-01,8.167,0.228,China,1965,10
111892,1965-11-01,0.431,0.264,China,1965,11
111893,1965-12-01,-7.292999999999998,0.307,China,1965,12
111894,1966-01-01,-7.299999999999999,0.194,China,1966,01
111895,1966-02-01,-3.0130000000000003,0.124,China,1966,02
111896,1966-03-01,2.238,0.221,China,1966,03
111897,1966-04-01,7.7440000000000015,0.148,China,1966,04
111898,1966-05-01,13.51,0.183,China,1966,05
111899,1966-06-01,17.758,0.161,China,1966,06
111900,1966-07-01,19.673,0.198,China,1966,07
111901,1966-08-01,19.415,0.192,China,1966,08
111902,1966-09-01,13.825,0.264,China,1966,09
111903,1966-10-01,7.532999999999999,0.2,China,1966,10
111904,1966-11-01,-0.34,0.154,China,1966,11
111905,1966-12-01,-7.499,0.1689999999999999,China,1966,12
111906,1967-01-01,-8.972000000000001,0.176,China,1967,01
111907,1967-02-01,-5.767,0.203,China,1967,02
111908,1967-03-01,1.469,0.235,China,1967,03
111909,1967-04-01,7.867999999999999,0.121,China,1967,04
111910,1967-05-01,14.741,0.259,China,1967,05
111911,1967-06-01,17.634,0.171,China,1967,06
111912,1967-07-01,19.888,0.365,China,1967,07
111913,1967-08-01,19.27,0.283,China,1967,08
111914,1967-09-01,13.86,0.244,China,1967,09
111915,1967-10-01,7.369999999999999,0.1369999999999999,China,1967,10
111916,1967-11-01,-2.015,0.099,China,1967,11
111917,1967-12-01,-8.515,0.191,China,1967,12
111918,1968-01-01,-8.414,0.178,China,1968,01
111919,1968-02-01,-7.572999999999999,0.193,China,1968,02
111920,1968-03-01,2.323,0.138,China,1968,03
111921,1968-04-01,7.9540000000000015,0.17,China,1968,04
111922,1968-05-01,13.703,0.111,China,1968,05
111923,1968-06-01,17.737000000000002,0.303,China,1968,06
111924,1968-07-01,19.733,0.21,China,1968,07
111925,1968-08-01,18.171,0.192,China,1968,08
111926,1968-09-01,14.037,0.166,China,1968,09
111927,1968-10-01,6.864,0.182,China,1968,10
111928,1968-11-01,0.7659999999999999,0.133,China,1968,11
111929,1968-12-01,-4.577,0.19,China,1968,12
111930,1969-01-01,-9.202,0.195,China,1969,01
111931,1969-02-01,-7.561,0.187,China,1969,02
111932,1969-03-01,1.606,0.116,China,1969,03
111933,1969-04-01,8.244,0.208,China,1969,04
111934,1969-05-01,14.48,0.1639999999999999,China,1969,05
111935,1969-06-01,17.134999999999998,0.233,China,1969,06
111936,1969-07-01,19.662,0.207,China,1969,07
111937,1969-08-01,18.49,0.251,China,1969,08
111938,1969-09-01,14.071,0.154,China,1969,09
111939,1969-10-01,8.094,0.135,China,1969,10
111940,1969-11-01,-0.8640000000000001,0.2,China,1969,11
111941,1969-12-01,-6.683,0.238,China,1969,12
111942,1970-01-01,-8.788,0.225,China,1970,01
111943,1970-02-01,-4.4460000000000015,0.151,China,1970,02
111944,1970-03-01,-1.251,0.205,China,1970,03
111945,1970-04-01,7.751,0.234,China,1970,04
111946,1970-05-01,14.01,0.224,China,1970,05
111947,1970-06-01,17.249000000000002,0.287,China,1970,06
111948,1970-07-01,19.75,0.181,China,1970,07
111949,1970-08-01,19.151,0.158,China,1970,08
111950,1970-09-01,14.111,0.134,China,1970,09
111951,1970-10-01,7.471,0.18,China,1970,10
111952,1970-11-01,-0.305,0.124,China,1970,11
111953,1970-12-01,-5.885,0.187,China,1970,12
111954,1971-01-01,-8.171999999999999,0.161,China,1971,01
111955,1971-02-01,-5.394,0.206,China,1971,02
111956,1971-03-01,1.0,0.119,China,1971,03
111957,1971-04-01,8.562999999999999,0.146,China,1971,04
111958,1971-05-01,13.427,0.181,China,1971,05
111959,1971-06-01,17.662,0.195,China,1971,06
111960,1971-07-01,19.984,0.189,China,1971,07
111961,1971-08-01,18.613,0.196,China,1971,08
111962,1971-09-01,13.982,0.183,China,1971,09
111963,1971-10-01,7.3599999999999985,0.209,China,1971,10
111964,1971-11-01,0.7909999999999999,0.178,China,1971,11
111965,1971-12-01,-5.6610000000000005,0.148,China,1971,12
111966,1972-01-01,-6.803999999999999,0.18,China,1972,01
111967,1972-02-01,-7.086,0.157,China,1972,02
111968,1972-03-01,2.6180000000000003,0.114,China,1972,03
111969,1972-04-01,7.711,0.214,China,1972,04
111970,1972-05-01,14.191,0.092,China,1972,05
111971,1972-06-01,17.999000000000002,0.23,China,1972,06
111972,1972-07-01,19.64,0.235,China,1972,07
111973,1972-08-01,18.843,0.18,China,1972,08
111974,1972-09-01,13.556,0.17,China,1972,09
111975,1972-10-01,7.166,0.223,China,1972,10
111976,1972-11-01,-0.065,0.096,China,1972,11
111977,1972-12-01,-5.996,0.197,China,1972,12
111978,1973-01-01,-7.274999999999999,0.268,China,1973,01
111979,1973-02-01,-3.4390000000000005,0.229,China,1973,02
111980,1973-03-01,2.126,0.268,China,1973,03
111981,1973-04-01,9.17,0.18,China,1973,04
111982,1973-05-01,13.396,0.261,China,1973,05
111983,1973-06-01,17.494,0.092,China,1973,06
111984,1973-07-01,19.847,0.174,China,1973,07
111985,1973-08-01,19.015,0.237,China,1973,08
111986,1973-09-01,14.595999999999998,0.086,China,1973,09
111987,1973-10-01,7.093999999999999,0.218,China,1973,10
111988,1973-11-01,0.602,0.115,China,1973,11
111989,1973-12-01,-6.111000000000001,0.166,China,1973,12
111990,1974-01-01,-7.959,0.216,China,1974,01
111991,1974-02-01,-5.948,0.255,China,1974,02
111992,1974-03-01,0.6970000000000002,0.19,China,1974,03
111993,1974-04-01,9.165,0.133,China,1974,04
111994,1974-05-01,14.196,0.186,China,1974,05
111995,1974-06-01,17.379,0.131,China,1974,06
111996,1974-07-01,19.836,0.105,China,1974,07
111997,1974-08-01,18.471,0.252,China,1974,08
111998,1974-09-01,14.154000000000002,0.191,China,1974,09
111999,1974-10-01,7.342,0.114,China,1974,10
112000,1974-11-01,0.677,0.364,China,1974,11
112001,1974-12-01,-8.097000000000001,0.285,China,1974,12
112002,1975-01-01,-7.321999999999999,0.19,China,1975,01
112003,1975-02-01,-4.449000000000002,0.231,China,1975,02
112004,1975-03-01,2.347,0.083,China,1975,03
112005,1975-04-01,8.591000000000001,0.143,China,1975,04
112006,1975-05-01,12.962,0.165,China,1975,05
112007,1975-06-01,17.979,0.206,China,1975,06
112008,1975-07-01,19.634,0.285,China,1975,07
112009,1975-08-01,19.397,0.416,China,1975,08
112010,1975-09-01,15.296,0.218,China,1975,09
112011,1975-10-01,8.464,0.185,China,1975,10
112012,1975-11-01,0.118,0.128,China,1975,11
112013,1975-12-01,-7.805999999999999,0.182,China,1975,12
112014,1976-01-01,-7.523,0.199,China,1976,01
112015,1976-02-01,-3.1420000000000003,0.112,China,1976,02
112016,1976-03-01,0.416,0.177,China,1976,03
112017,1976-04-01,7.422999999999999,0.151,China,1976,04
112018,1976-05-01,13.68,0.319,China,1976,05
112019,1976-06-01,16.916,0.218,China,1976,06
112020,1976-07-01,18.9,0.316,China,1976,07
112021,1976-08-01,17.986,0.187,China,1976,08
112022,1976-09-01,14.043,0.255,China,1976,09
112023,1976-10-01,7.582000000000001,0.265,China,1976,10
112024,1976-11-01,-1.744,0.09,China,1976,11
112025,1976-12-01,-6.882999999999999,0.085,China,1976,12
112026,1977-01-01,-10.341,0.1639999999999999,China,1977,01
112027,1977-02-01,-5.9540000000000015,0.214,China,1977,02
112028,1977-03-01,2.237,0.191,China,1977,03
112029,1977-04-01,8.407,0.119,China,1977,04
112030,1977-05-01,13.219,0.223,China,1977,05
112031,1977-06-01,17.498,0.188,China,1977,06
112032,1977-07-01,19.908,0.224,China,1977,07
112033,1977-08-01,18.835,0.224,China,1977,08
112034,1977-09-01,14.858,0.209,China,1977,09
112035,1977-10-01,8.392000000000001,0.134,China,1977,10
112036,1977-11-01,0.356,0.113,China,1977,11
112037,1977-12-01,-5.199,0.232,China,1977,12
112038,1978-01-01,-9.151,0.303,China,1978,01
112039,1978-02-01,-6.114000000000001,0.285,China,1978,02
112040,1978-03-01,1.2440000000000002,0.171,China,1978,03
112041,1978-04-01,8.994,0.243,China,1978,04
112042,1978-05-01,14.237,0.13,China,1978,05
112043,1978-06-01,18.267,0.181,China,1978,06
112044,1978-07-01,20.09,0.259,China,1978,07
112045,1978-08-01,19.09,0.232,China,1978,08
112046,1978-09-01,14.464,0.094,China,1978,09
112047,1978-10-01,7.537000000000001,0.145,China,1978,10
112048,1978-11-01,0.6809999999999999,0.219,China,1978,11
112049,1978-12-01,-4.760999999999999,0.298,China,1978,12
112050,1979-01-01,-6.856,0.195,China,1979,01
112051,1979-02-01,-3.212,0.184,China,1979,02
112052,1979-03-01,0.908,0.189,China,1979,03
112053,1979-04-01,8.015,0.225,China,1979,04
112054,1979-05-01,13.545,0.198,China,1979,05
112055,1979-06-01,17.922,0.135,China,1979,06
112056,1979-07-01,19.263,0.13,China,1979,07
112057,1979-08-01,18.727,0.271,China,1979,08
112058,1979-09-01,13.53,0.087,China,1979,09
112059,1979-10-01,8.407,0.134,China,1979,10
112060,1979-11-01,-0.684,0.124,China,1979,11
112061,1979-12-01,-4.675999999999998,0.155,China,1979,12
112062,1980-01-01,-8.221,0.106,China,1980,01
112063,1980-02-01,-5.497000000000001,0.104,China,1980,02
112064,1980-03-01,0.8130000000000001,0.156,China,1980,03
112065,1980-04-01,7.686,0.144,China,1980,04
112066,1980-05-01,14.046,0.118,China,1980,05
112067,1980-06-01,18.004,0.216,China,1980,06
112068,1980-07-01,19.859,0.22,China,1980,07
112069,1980-08-01,18.479,0.191,China,1980,08
112070,1980-09-01,13.959,0.106,China,1980,09
112071,1980-10-01,7.595,0.111,China,1980,10
112072,1980-11-01,2.37,0.143,China,1980,11
112073,1980-12-01,-5.692,0.112,China,1980,12
112074,1981-01-01,-8.200999999999999,0.17,China,1981,01
112075,1981-02-01,-4.3950000000000005,0.157,China,1981,02
112076,1981-03-01,2.688,0.125,China,1981,03
112077,1981-04-01,9.319,0.19,China,1981,04
112078,1981-05-01,13.85,0.179,China,1981,05
112079,1981-06-01,18.201,0.281,China,1981,06
112080,1981-07-01,20.424,0.245,China,1981,07
112081,1981-08-01,18.855,0.1689999999999999,China,1981,08
112082,1981-09-01,14.175,0.179,China,1981,09
112083,1981-10-01,6.412000000000001,0.24,China,1981,10
112084,1981-11-01,-1.55,0.1689999999999999,China,1981,11
112085,1981-12-01,-6.6610000000000005,0.197,China,1981,12
112086,1982-01-01,-6.396999999999999,0.101,China,1982,01
112087,1982-02-01,-4.266,0.1,China,1982,02
112088,1982-03-01,1.925,0.227,China,1982,03
112089,1982-04-01,8.089,0.139,China,1982,04
112090,1982-05-01,13.996,0.23,China,1982,05
112091,1982-06-01,17.438,0.256,China,1982,06
112092,1982-07-01,19.73,0.207,China,1982,07
112093,1982-08-01,18.984,0.083,China,1982,08
112094,1982-09-01,13.864,0.156,China,1982,09
112095,1982-10-01,8.77,0.098,China,1982,10
112096,1982-11-01,0.195,0.248,China,1982,11
112097,1982-12-01,-6.531000000000001,0.256,China,1982,12
112098,1983-01-01,-7.973999999999998,0.193,China,1983,01
112099,1983-02-01,-5.7970000000000015,0.201,China,1983,02
112100,1983-03-01,1.2120000000000002,0.14,China,1983,03
112101,1983-04-01,7.824000000000002,0.121,China,1983,04
112102,1983-05-01,14.105,0.204,China,1983,05
112103,1983-06-01,17.169,0.27,China,1983,06
112104,1983-07-01,19.43,0.17,China,1983,07
112105,1983-08-01,18.998,0.114,China,1983,08
112106,1983-09-01,15.117,0.165,China,1983,09
112107,1983-10-01,8.061,0.177,China,1983,10
112108,1983-11-01,0.941,0.196,China,1983,11
112109,1983-12-01,-5.984999999999999,0.275,China,1983,12
112110,1984-01-01,-9.268,0.176,China,1984,01
112111,1984-02-01,-6.3500000000000005,0.168,China,1984,02
112112,1984-03-01,1.1700000000000002,0.207,China,1984,03
112113,1984-04-01,8.207,0.079,China,1984,04
112114,1984-05-01,14.037,0.124,China,1984,05
112115,1984-06-01,17.852999999999994,0.156,China,1984,06
112116,1984-07-01,19.367,0.239,China,1984,07
112117,1984-08-01,18.767,0.226,China,1984,08
112118,1984-09-01,13.812,0.1669999999999999,China,1984,09
112119,1984-10-01,7.451,0.145,China,1984,10
112120,1984-11-01,0.7090000000000001,0.201,China,1984,11
112121,1984-12-01,-7.539999999999999,0.223,China,1984,12
112122,1985-01-01,-8.546,0.159,China,1985,01
112123,1985-02-01,-4.803000000000001,0.1369999999999999,China,1985,02
112124,1985-03-01,0.1520000000000001,0.121,China,1985,03
112125,1985-04-01,8.886000000000003,0.237,China,1985,04
112126,1985-05-01,14.114,0.218,China,1985,05
112127,1985-06-01,17.567999999999998,0.315,China,1985,06
112128,1985-07-01,19.529,0.177,China,1985,07
112129,1985-08-01,19.376,0.16,China,1985,08
112130,1985-09-01,13.594,0.242,China,1985,09
112131,1985-10-01,8.09,0.134,China,1985,10
112132,1985-11-01,-0.3289999999999999,0.147,China,1985,11
112133,1985-12-01,-6.747999999999998,0.327,China,1985,12
112134,1986-01-01,-7.4049999999999985,0.312,China,1986,01
112135,1986-02-01,-5.024,0.238,China,1986,02
112136,1986-03-01,1.404,0.245,China,1986,03
112137,1986-04-01,7.735,0.17,China,1986,04
112138,1986-05-01,14.264,0.1369999999999999,China,1986,05
112139,1986-06-01,18.049,0.1639999999999999,China,1986,06
112140,1986-07-01,19.758,0.141,China,1986,07
112141,1986-08-01,18.668,0.213,China,1986,08
112142,1986-09-01,14.067,0.204,China,1986,09
112143,1986-10-01,6.862,0.131,China,1986,10
112144,1986-11-01,-0.455,0.154,China,1986,11
112145,1986-12-01,-5.481,0.126,China,1986,12
112146,1987-01-01,-6.791,0.212,China,1987,01
112147,1987-02-01,-2.9230000000000005,0.126,China,1987,02
112148,1987-03-01,1.449,0.136,China,1987,03
112149,1987-04-01,8.481,0.123,China,1987,04
112150,1987-05-01,13.445,0.147,China,1987,05
112151,1987-06-01,17.415,0.175,China,1987,06
112152,1987-07-01,19.76,0.134,China,1987,07
112153,1987-08-01,18.848,0.221,China,1987,08
112154,1987-09-01,14.575,0.196,China,1987,09
112155,1987-10-01,7.842,0.134,China,1987,10
112156,1987-11-01,0.125,0.162,China,1987,11
112157,1987-12-01,-5.238,0.139,China,1987,12
112158,1988-01-01,-6.619999999999999,0.235,China,1988,01
112159,1988-02-01,-5.388999999999999,0.197,China,1988,02
112160,1988-03-01,-0.0189999999999999,0.146,China,1988,03
112161,1988-04-01,8.287,0.154,China,1988,04
112162,1988-05-01,13.628,0.159,China,1988,05
112163,1988-06-01,18.345,0.221,China,1988,06
112164,1988-07-01,20.304,0.147,China,1988,07
112165,1988-08-01,18.9,0.179,China,1988,08
112166,1988-09-01,14.684,0.172,China,1988,09
112167,1988-10-01,8.116,0.186,China,1988,10
112168,1988-11-01,0.912,0.1669999999999999,China,1988,11
112169,1988-12-01,-4.497999999999998,0.144,China,1988,12
112170,1989-01-01,-7.393999999999999,0.246,China,1989,01
112171,1989-02-01,-4.452,0.095,China,1989,02
112172,1989-03-01,1.814,0.214,China,1989,03
112173,1989-04-01,8.282,0.232,China,1989,04
112174,1989-05-01,14.05,0.184,China,1989,05
112175,1989-06-01,17.467,0.176,China,1989,06
112176,1989-07-01,19.579,0.231,China,1989,07
112177,1989-08-01,18.744,0.311,China,1989,08
112178,1989-09-01,14.648,0.247,China,1989,09
112179,1989-10-01,8.564,0.19,China,1989,10
112180,1989-11-01,0.062,0.138,China,1989,11
112181,1989-12-01,-4.486999999999999,0.174,China,1989,12
112182,1990-01-01,-7.151,0.155,China,1990,01
112183,1990-02-01,-3.761,0.129,China,1990,02
112184,1990-03-01,2.889,0.199,China,1990,03
112185,1990-04-01,7.676,0.111,China,1990,04
112186,1990-05-01,13.765,0.194,China,1990,05
112187,1990-06-01,18.192,0.228,China,1990,06
112188,1990-07-01,19.863,0.209,China,1990,07
112189,1990-08-01,19.25,0.19,China,1990,08
112190,1990-09-01,14.892,0.193,China,1990,09
112191,1990-10-01,8.579,0.221,China,1990,10
112192,1990-11-01,2.103,0.258,China,1990,11
112193,1990-12-01,-4.664999999999999,0.127,China,1990,12
112194,1991-01-01,-7.524999999999999,0.192,China,1991,01
112195,1991-02-01,-3.9250000000000007,0.109,China,1991,02
112196,1991-03-01,1.5810000000000002,0.196,China,1991,03
112197,1991-04-01,8.078000000000001,0.102,China,1991,04
112198,1991-05-01,13.679,0.153,China,1991,05
112199,1991-06-01,18.004,0.14,China,1991,06
112200,1991-07-01,20.059,0.21,China,1991,07
112201,1991-08-01,18.904,0.216,China,1991,08
112202,1991-09-01,14.517,0.171,China,1991,09
112203,1991-10-01,7.625999999999999,0.132,China,1991,10
112204,1991-11-01,0.087,0.122,China,1991,11
112205,1991-12-01,-5.919,0.124,China,1991,12
112206,1992-01-01,-7.318,0.132,China,1992,01
112207,1992-02-01,-4.629,0.231,China,1992,02
112208,1992-03-01,1.406,0.233,China,1992,03
112209,1992-04-01,9.359,0.248,China,1992,04
112210,1992-05-01,13.682,0.129,China,1992,05
112211,1992-06-01,17.22,0.225,China,1992,06
112212,1992-07-01,19.272,0.17,China,1992,07
112213,1992-08-01,18.496,0.115,China,1992,08
112214,1992-09-01,14.042,0.239,China,1992,09
112215,1992-10-01,6.686999999999999,0.058,China,1992,10
112216,1992-11-01,-0.5650000000000001,0.208,China,1992,11
112217,1992-12-01,-5.350999999999999,0.391,China,1992,12
112218,1993-01-01,-8.565999999999999,0.108,China,1993,01
112219,1993-02-01,-2.4120000000000004,0.129,China,1993,02
112220,1993-03-01,2.478,0.205,China,1993,03
112221,1993-04-01,8.267999999999999,0.171,China,1993,04
112222,1993-05-01,13.219,0.281,China,1993,05
112223,1993-06-01,17.599,0.171,China,1993,06
112224,1993-07-01,19.234,0.192,China,1993,07
112225,1993-08-01,17.883,0.139,China,1993,08
112226,1993-09-01,14.403,0.1689999999999999,China,1993,09
112227,1993-10-01,7.196000000000001,0.097,China,1993,10
112228,1993-11-01,-0.121,0.211,China,1993,11
112229,1993-12-01,-6.148,0.199,China,1993,12
112230,1994-01-01,-7.049,0.208,China,1994,01
112231,1994-02-01,-4.1480000000000015,0.197,China,1994,02
112232,1994-03-01,0.893,0.168,China,1994,03
112233,1994-04-01,9.235,0.168,China,1994,04
112234,1994-05-01,14.597,0.18,China,1994,05
112235,1994-06-01,18.31,0.221,China,1994,06
112236,1994-07-01,20.522,0.229,China,1994,07
112237,1994-08-01,19.494,0.156,China,1994,08
112238,1994-09-01,14.241,0.217,China,1994,09
112239,1994-10-01,7.047000000000001,0.091,China,1994,10
112240,1994-11-01,2.141,0.191,China,1994,11
112241,1994-12-01,-5.331,0.189,China,1994,12
112242,1995-01-01,-8.067,0.134,China,1995,01
112243,1995-02-01,-4.046,0.204,China,1995,02
112244,1995-03-01,1.742,0.186,China,1995,03
112245,1995-04-01,7.7570000000000014,0.208,China,1995,04
112246,1995-05-01,14.218,0.165,China,1995,05
112247,1995-06-01,18.426,0.176,China,1995,06
112248,1995-07-01,19.738,0.188,China,1995,07
112249,1995-08-01,18.81,0.132,China,1995,08
112250,1995-09-01,14.66,0.189,China,1995,09
112251,1995-10-01,8.334,0.143,China,1995,10
112252,1995-11-01,0.89,0.099,China,1995,11
112253,1995-12-01,-5.922999999999999,0.073,China,1995,12
112254,1996-01-01,-8.036,0.146,China,1996,01
112255,1996-02-01,-4.711,0.115,China,1996,02
112256,1996-03-01,1.461,0.128,China,1996,03
112257,1996-04-01,7.73,0.168,China,1996,04
112258,1996-05-01,14.067,0.114,China,1996,05
112259,1996-06-01,17.752,0.238,China,1996,06
112260,1996-07-01,19.589,0.186,China,1996,07
